"climbRate","Sgz","p","q","curRoll","absRoll","diffClb","diffRollRate","diffDiffClb","SaTime1","SaTime2","SaTime3","SaTime4","diffSaTime1","diffSaTime2","diffSaTime3","Sa","Goal"
-267,5,0.2,0.28,0.4,-12,-24,-0.009,-0.5,-8e-04,-8e-04,-8e-04,-8e-04,0,0,0,-8e-04,0.018
-428,-5,0.12,0.01,0.6,-11,9,-0.006,0.8,-8e-04,-8e-04,-8e-04,-8e-04,0,0,0,-8e-04,0.017
-400,-9,0.09,-0.03,0.6,-11,1,-0.006,-0.6,-8e-04,-8e-04,-8e-04,-8e-04,0,0,-2e-04,-8e-04,0.018
-114,-27,-0.35,-0.02,0.1,-12,7,-0.009,0,-9e-04,-9e-04,-9e-04,-9e-04,0,0,0,-9e-04,0.017
402,-16,-0.04,-0.04,-1.2,-13,11,0.008,-0.1,-7e-04,-7e-04,-7e-04,-7e-04,0,0,0,-7e-04,0.019
328,26,0,0.1,-1.1,-13,-4,-0.001,-0.1,-8e-04,-8e-04,-8e-04,-8e-04,0,0,0,-8e-04,0.02
-216,35,0.24,0.16,0,-12,-10,-0.006,-0.6,-9e-04,-8e-04,-8e-04,-8e-04,-2e-04,0,0,-8e-04,0.019
-261,26,0.03,0.05,0.3,-12,-2,-0.013,0.1,-9e-04,-9e-04,-9e-04,-9e-04,0,0,0,-9e-04,0.018
-260,25,-0.03,0.04,0.3,-12,1,-0.012,0.3,-8e-04,-8e-04,-8e-04,-9e-04,0,0,1e-04,-9e-04,0.019
-320,11,-0.06,0.08,0.1,-12,-4,-0.001,0.1,-7e-04,-7e-04,-7e-04,-7e-04,0,0,0,-7e-04,0.016
20,1,0.07,-0.1,0.1,-12,16,0.004,-0.1,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,-6e-04,0.018
178,5,0.13,0.01,0.3,-12,5,0.002,0.4,-7e-04,-7e-04,-7e-04,-7e-04,0,0,0,-7e-04,0.02
-166,-18,-0.18,-0.08,0.1,-12,10,0.011,0.7,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.018
358,0,-0.05,-0.04,-0.6,-13,10,0.006,-0.1,-7e-04,-7e-04,-7e-04,-7e-04,0,0,0,-7e-04,0.018
521,24,0.34,0.3,-0.2,-12,-12,0.013,-4.6,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.023
17,35,0.12,0.3,0.6,-11,-28,-0.021,-0.3,-0.001,-0.001,-0.001,-0.001,1e-04,0,0,-0.001,0.021
-413,24,-0.19,0,0.4,-12,-7,0.003,2.8,-7e-04,-7e-04,-7e-04,-7e-04,0,0,0,-7e-04,0.018
-224,4,0.28,-0.02,0.5,-12,6,0.013,-0.1,-5e-04,-5e-04,-5e-04,-5e-04,-1e-04,0,0,-5e-04,0.019
-187,2,0.33,0.1,0.6,-11,5,0.003,-1,-7e-04,-7e-04,-7e-04,-6e-04,0,0,-2e-04,-6e-04,0.02
-356,-7,0.18,0.15,1.2,-11,-11,-0.01,-0.2,-8e-04,-8e-04,-8e-04,-8e-04,0,0,0,-8e-04,0.018
-435,-16,0.09,-0.03,1.3,-11,4,-0.009,1.9,-8e-04,-8e-04,-8e-04,-8e-04,0,0,0,-8e-04,0.019
-417,-19,0.06,0.06,1.4,-11,4,-0.008,-1.1,-0.001,-0.001,-0.001,-8e-04,0,0,-3e-04,-8e-04,0.018
-324,-35,-0.4,-0.01,0.9,-11,5,-0.016,0.2,-0.001,-0.001,-0.001,-0.001,0,0,0,-0.001,0.017
-118,-44,-0.34,-0.06,-0.2,-12,10,0.01,0.2,-5e-04,-5e-04,-5e-04,-6e-04,0,0,0,-6e-04,0.016
517,-33,0.28,-0.12,-0.3,-12,18,0.015,-0.1,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.021
535,-15,0.41,0.13,0.5,-11,-22,0.001,2.1,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,-6e-04,0.022
272,-5,0.41,0.23,1.1,-11,-26,-0.002,0.5,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,-6e-04,0.024
-420,-7,0.22,0.33,1.9,-10,-32,-0.011,-0.4,-8e-04,-8e-04,-8e-04,-8e-04,0,0,0,-8e-04,0.016
110,-48,-0.23,-0.09,1.8,-10,13,-0.007,0,-8e-04,-8e-04,-8e-04,-8e-04,0,0,0,-8e-04,0.017
296,-41,-0.3,-0.04,1.2,-11,9,-0.003,-0.1,-7e-04,-7e-04,-7e-04,-7e-04,0,0,0,-7e-04,0.018
-116,-9,-0.18,0.27,-0.4,-12,-23,0.003,-0.5,-7e-04,-7e-04,-7e-04,-7e-04,0,0,0,-7e-04,0.019
-325,-25,0.08,0.06,-0.7,-13,1,0.014,0,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.018
-352,-41,0.06,0.12,0,-12,-7,-0.016,-0.2,-0.001,-0.001,-0.001,-0.001,0,0,0,-0.001,0.016
490,-42,-0.16,-0.09,-1.1,-13,15,0.009,0.3,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,-6e-04,0.019
596,-31,-0.07,0.15,-1.2,-13,-8,0.007,-2.3,-7e-04,-7e-04,-7e-04,-7e-04,0,0,0,-7e-04,0.02
445,-15,-0.05,0.15,-1.3,-13,-11,-0.001,0.6,-8e-04,-8e-04,-8e-04,-8e-04,0,0,0,-8e-04,0.023
-208,-6,-0.08,0.28,-1.4,-13,-24,-0.002,0.1,-8e-04,-8e-04,-8e-04,-8e-04,0,0,0,-8e-04,0.022
-559,-17,0,0.27,-1.5,-13,-22,0.006,-0.2,-7e-04,-7e-04,-7e-04,-7e-04,0,0,0,-7e-04,0.016
71,-56,0.45,-0.1,-0.3,-12,16,0.006,-0.1,-6e-04,-6e-04,-6e-04,-6e-04,-2e-04,0,0,-6e-04,0.017
285,-48,0.36,-0.02,0.7,-11,8,-0.007,-0.3,-8e-04,-8e-04,-8e-04,-8e-04,0,0,0,-8e-04,0.021
51,-37,0,0.16,1.3,-11,-14,-0.013,0,-9e-04,-9e-04,-9e-04,-9e-04,0,0,0,-9e-04,0.017
231,-30,-0.41,-0.01,0.2,-12,6,-0.005,0,-8e-04,-8e-04,-8e-04,-8e-04,1e-04,0,0,-8e-04,0.018
331,-19,-0.28,0.04,-0.8,-13,3,0.007,-0.2,-7e-04,-7e-04,-7e-04,-7e-04,0,0,0,-7e-04,0.021
58,-7,0.14,0.19,-1,-13,-15,0.014,0,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.018
48,-6,0.4,0.02,-0.5,-12,4,0.012,-0.6,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.019
36,-5,0.46,0.07,0.4,-12,-4,-0.002,0.6,-7e-04,-7e-04,-7e-04,-7e-04,0,0,0,-7e-04,0.02
-39,-4,0.46,0.14,1,-11,-12,-0.001,-0.4,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,-6e-04,0.022
-647,-22,-0.04,0.23,1.9,-10,-23,-0.024,0.2,-0.001,-0.001,-0.001,-0.001,0,0,0,-0.001,0.017
-828,-37,-0.26,-0.23,1.8,-10,3,-0.015,5.9,-9e-04,-9e-04,-9e-04,-9e-04,0,0,0,-9e-04,0.016
68,-70,-0.04,-0.21,0.8,-11,28,0.01,0.2,-6e-04,-5e-04,-5e-04,-5e-04,-1e-04,0,0,-5e-04,0.015
503,-53,0.09,-0.02,0.9,-11,1,0.004,1.2,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,-6e-04,0.019
449,-29,0.16,0.07,1.3,-11,-5,0.002,0.1,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,-6e-04,0.02
120,-11,0.04,0.15,1.8,-10,-14,-0.011,0.3,-8e-04,-8e-04,-8e-04,-8e-04,0,0,0,-8e-04,0.018
63,-5,-0.4,0.05,0.2,-12,1,-0.002,0,-8e-04,-8e-04,-8e-04,-8e-04,0,0,0,-8e-04,0.02
-174,-16,0.39,0.07,-0.4,-12,-2,0.011,-0.1,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.02
-315,-22,0.34,0.16,0.5,-12,-13,-0.012,0.4,-9e-04,-9e-04,-9e-04,-9e-04,0,0,0,-9e-04,0.02
-420,-29,0.23,0.07,0.7,-11,-7,-0.012,1.4,-9e-04,-9e-04,-9e-04,-9e-04,0,0,0,-9e-04,0.017
-449,-33,0.17,0.05,0.9,-11,-6,-0.011,-0.1,-8e-04,-8e-04,-8e-04,-8e-04,0,0,0,-8e-04,0.018
-226,-60,-0.39,-0.1,0.2,-12,9,-0.009,1.7,-9e-04,-9e-04,-9e-04,-9e-04,0,0,0,-9e-04,0.016
263,2,0.31,0.51,-0.7,-9,-13,0.008,-2.9,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,-0.0011,0.074
-172,-9,-0.11,0.01,0.2,-8,0,-0.003,0.1,-0.0015,-0.0015,-0.0015,-0.0015,0,0,0,-0.0015,0.062
-170,-13,-0.77,0.17,-0.1,-19,5,0.025,-0.4,-0.0015,-0.0016,-0.0016,-0.0016,1e-04,0,0,-0.0016,0.039
143,-15,0.05,0.06,-1.1,-20,14,0.03,-0.3,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,-0.0013,0.045
-36,-2,0.03,0.34,0.1,-19,-12,-0.016,0,-0.0025,-0.0025,-0.0025,-0.0025,0,0,0,-0.0025,0.042
-180,-12,-0.36,0.26,-0.9,-20,-3,-0.007,-0.2,-0.0023,-0.0023,-0.0023,-0.0023,0,0,0,-0.0023,0.038
-115,-16,-0.16,0.07,-1.4,-20,15,0.021,0.3,-0.0014,-0.0015,-0.0015,-0.0015,1e-04,0,-1e-04,-0.0015,0.039
66,-17,0.5,0.17,-0.9,-20,4,0.02,-0.3,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,-0.0013,0.042
-51,-14,0.39,0.3,0.8,-18,-10,-0.016,-0.2,-0.0025,-0.0023,-0.0023,-0.0022,-2e-04,0,-2e-04,-0.0022,0.043
-318,-22,-0.38,-0.13,0.8,-18,0,-0.037,3.5,-0.0029,-0.0029,-0.0029,-0.0029,0,0,0,-0.0029,0.033
-216,-26,-0.54,-0.08,0.4,-19,17,0.003,0.4,-0.0018,-0.0018,-0.0018,-0.0019,0,0,1e-04,-0.0019,0.034
181,-26,-0.03,0.03,-0.4,-19,14,0.03,-0.2,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,-0.0011,0.038
345,-19,0.37,0.23,-0.1,-19,-1,0.02,-1.3,-0.0015,-0.0012,-0.0012,-0.0012,-4e-04,0,0,-0.0012,0.039
340,-14,0.4,0.23,0.3,-19,-2,-0.008,-0.4,-0.0019,-0.0019,-0.0019,-0.0019,0,0,0,-0.0019,0.038
300,-2,-0.07,0.21,0.7,-18,-3,-0.024,-0.3,-0.0024,-0.0024,-0.0024,-0.0024,0,0,0,-0.0024,0.041
206,5,-0.39,0.4,0.4,-19,-17,-0.023,-1.1,-0.0024,-0.0024,-0.0024,-0.0024,0,0,0,-0.0024,0.038
-22,8,0.06,0.27,-0.5,-19,-8,0.027,0.2,-0.0013,-0.0011,-0.0011,-0.0011,-4e-04,0,0,-0.0011,0.04
-144,7,0.24,0.33,-0.3,-19,-12,0.009,-0.2,-0.0015,-0.0015,-0.0015,-0.0015,0,0,0,-0.0015,0.034
-71,-1,0.43,0.11,0.6,-18,7,0.006,-0.6,-0.0015,-0.0015,-0.0015,-0.0015,0,0,0,-0.0015,0.036
-14,-2,0.39,0.25,1,-18,2,-0.013,-1.8,-0.0019,-0.0019,-0.0019,-0.0019,0,0,0,-0.0019,0.035
-24,-2,0.25,0.06,1.3,-18,2,-0.016,1.4,-0.002,-0.002,-0.002,-0.002,0,0,0,-0.002,0.033
15,-2,0.13,0.05,1.5,-18,6,-0.016,0.5,-0.002,-0.002,-0.002,-0.002,0,0,0,-0.002,0.032
60,-2,0.09,0.02,1.5,-17,8,0.009,0.3,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,-0.0014,0.033
335,12,0.05,0.26,1.7,-17,-1,0.003,-1.9,-0.0015,-0.0015,-0.0015,-0.0015,0,0,0,-0.0015,0.036
246,21,-0.1,0.24,1.7,-17,-7,-0.014,-0.4,-0.0019,-0.0019,-0.0019,-0.0019,0,0,0,-0.0019,0.037
-147,24,-0.18,0.29,0.8,-18,-11,0.009,-0.2,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,-0.0014,0.032
-89,18,-0.21,0.11,0.4,-19,7,-0.005,-0.5,-0.0018,-0.0018,-0.0018,-0.0018,0,0,0,-0.0018,0.031
-76,17,-0.22,0.09,0.3,-19,7,-0.004,0,-0.0015,-0.0018,-0.0018,-0.0018,3e-04,0,0,-0.0018,0.032
136,19,0.36,0.12,0.5,-19,5,0.017,-0.2,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,-0.0011,0.036
144,22,0.49,0.48,0.9,-18,-12,0.01,-4,-0.0013,-0.0012,-0.0012,-0.0012,-2e-04,0,0,-0.0012,0.037
-274,4,-0.01,0.05,2.5,-17,5,-0.014,0.4,-0.0017,-0.0017,-0.0017,-0.0017,0,0,0,-0.0017,0.031
-63,-9,-0.74,0.12,0.8,-18,5,-0.013,0,-0.002,-0.002,-0.002,-0.002,0,0,0,-0.002,0.033
-43,-9,-0.78,0.12,0.5,-18,5,-0.012,0,-0.0018,-0.002,-0.002,-0.002,2e-04,0,-1e-04,-0.002,0.032
-34,-9,-0.81,0.19,0.3,-19,5,-0.012,-0.4,-0.0015,-0.0018,-0.0018,-0.002,3e-04,0,2e-04,-0.002,0.034
-149,-12,-0.48,0.26,-1.2,-20,-7,0.026,0.2,-0.001,-0.001,-0.001,-0.0011,1e-04,0,1e-04,-0.0011,0.028
-4,-16,0.26,0.1,-1.5,-20,17,0.042,-1.5,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,-6e-04,0.03
166,-13,0.62,0.1,-0.6,-19,7,0.006,0.4,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,-0.0013,0.032
19,-19,-0.06,0.09,1.2,-18,6,0,-0.1,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,-0.0014,0.03
62,-18,-0.08,0.22,1.1,-18,3,-0.005,-1.5,-0.0017,-0.0017,-0.0017,-0.0015,0,0,-3e-04,-0.0015,0.032
-118,-19,-0.49,0.27,0.4,-19,-9,-0.015,-0.2,-0.0019,-0.0019,-0.0019,-0.0019,0,0,0,-0.0019,0.027
-172,-21,-0.56,-0.08,-0.2,-19,-1,-0.006,4,-0.0011,-0.0014,-0.0014,-0.0017,3e-04,0,3e-04,-0.0017,0.028
113,-22,0.17,0.09,-0.7,-20,10,0.029,-0.3,-9e-04,-9e-04,-9e-04,-9e-04,0,0,0,-9e-04,0.032
-93,-17,0.42,0.33,0.6,-18,-16,-0.005,-0.4,-0.0015,-0.0015,-0.0015,-0.0015,0,0,0,-0.0015,0.031
-119,-24,-0.12,0.11,1.1,-18,6,-0.028,-1,-0.0019,-0.002,-0.002,-0.002,1e-04,0,0,-0.002,0.026
-83,-25,-0.25,-0.04,1,-18,8,-0.017,1.1,-0.0018,-0.0018,-0.0018,-0.0018,0,0,0,-0.0018,0.027
210,-5,0.21,0.26,1.1,-18,-10,-0.01,-0.4,-0.0015,-0.0015,-0.0015,-0.0015,0,0,0,-0.0015,0.031
-192,-4,-0.17,0.33,1.1,-18,-17,-0.014,-0.2,-0.0016,-0.0016,-0.0016,-0.0016,0,0,0,-0.0016,0.027
-315,-14,-0.33,0.17,0.6,-18,4,-0.005,-0.8,-0.0015,-0.0015,-0.0015,-0.0015,0,0,0,-0.0015,0.026
111,-25,0.26,0.07,0,-19,10,0.015,-0.2,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,-0.0011,0.027
207,-18,0.41,0.19,0.9,-18,2,-0.011,-0.6,-0.0015,-0.0015,-0.0015,-0.0015,0,0,0,-0.0015,0.029
-64,-13,-0.21,0.25,1.3,-18,-11,-0.02,0,-0.0017,-0.0017,-0.0017,-0.0017,0,0,0,-0.0017,0.026
-25,-17,-0.16,0.1,0.4,-19,6,0.011,0.2,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,-0.0011,0.025
174,-13,0.29,0.11,0.7,-18,5,0.011,-0.2,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,-0.0011,0.027
203,-9,0.27,0.28,1,-18,-6,-0.013,-2.2,-0.0015,-0.0015,-0.0015,-0.0015,0,0,0,-0.0015,0.029
-77,-6,-0.05,0.28,1.3,-18,-13,-0.013,-0.2,-0.0015,-0.0015,-0.0015,-0.0015,0,0,0,-0.0015,0.027
-256,-13,-0.21,0.21,1,-18,-7,-0.006,0.2,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,-0.0014,0.024
-156,-21,-0.25,0.09,0.5,-18,11,-0.002,-1.2,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,-0.0014,0.025
12,-24,-0.49,0.14,-0.8,-20,4,-0.007,0.1,-0.0016,-0.0016,-0.0016,-0.0016,0,0,0,-0.0016,0.026
29,-24,-0.51,0.14,-1,-20,4,-0.006,0.1,-0.0011,-0.0014,-0.0014,-0.0016,3e-04,0,2e-04,-0.0016,0.025
101,-22,-0.12,0.17,-1.7,-21,3,0.019,-0.2,-0.001,-0.0011,-0.0011,-0.0011,1e-04,0,0,-0.0011,0.026
-109,14,-0.76,0.24,-0.5,-19,-6,0.021,0,-0.0011,-0.0012,-0.0012,-0.0012,1e-04,0,0,-0.0012,0.03
-62,5,-0.18,0.12,-0.7,-12,-5,0.007,-0.2,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,-0.0011,0.043
-116,4,-0.06,0.12,-0.9,-12,-5,0.012,0.1,-0.001,-0.001,-0.001,-0.001,0,0,0,-0.001,0.042
-141,-2,0.18,0.09,-0.8,-12,1,0.012,-0.5,-9e-04,-9e-04,-9e-04,-9e-04,0,0,0,-9e-04,0.04
-101,-10,0.29,0.07,0.8,-10,-3,-0.005,-0.2,-0.0013,-0.0012,-0.0012,-0.0012,-2e-04,0,0,-0.0012,0.04
-115,-12,0.14,0.02,1.1,-10,1,-0.017,0.4,-0.0015,-0.0015,-0.0015,-0.0015,0,0,0,-0.0015,0.037
107,-14,-0.33,-0.06,0.7,-10,8,-0.013,0.1,-0.0015,-0.0015,-0.0015,-0.0015,0,0,0,-0.0015,0.038
186,-9,-0.5,0.07,-0.1,-11,1,-0.004,0.1,-0.0012,-0.0013,-0.0013,-0.0013,1e-04,0,1e-04,-0.0013,0.041
186,-8,-0.49,0.11,-0.3,-11,-2,0.004,-0.7,-0.0012,-0.0012,-0.0012,-0.0012,0,0,-1e-04,-0.0012,0.04
-135,-5,0.12,0.17,-1.4,-12,-9,0.013,-0.2,-9e-04,-9e-04,-9e-04,-9e-04,0,0,0,-9e-04,0.039
-102,-17,0.47,-0.1,-0.2,-11,9,0.004,0.8,-0.0011,-9e-04,-9e-04,-9e-04,-2e-04,0,0,-9e-04,0.035
-82,-17,0.48,-0.08,0,-11,10,0.003,0.4,-0.0012,-0.0011,-0.0011,-9e-04,-3e-04,0,-2e-04,-9e-04,0.032
212,-15,0.11,-0.1,0.8,-10,13,-0.018,-0.5,-0.0015,-0.0015,-0.0015,-0.0015,0,0,0,-0.0015,0.037
199,-2,-0.54,0.12,0.1,-11,-6,-0.017,-0.3,-0.0016,-0.0016,-0.0016,-0.0016,0,0,0,-0.0016,0.035
193,11,0.2,0.07,-1.1,-12,0,0.021,-0.2,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,-6e-04,0.036
113,16,0.52,0.13,-0.4,-11,-9,0.015,0.3,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,-6e-04,0.037
84,17,0.58,0.14,-0.2,-11,-8,0.014,0.1,-9e-04,-7e-04,-7e-04,-6e-04,-3e-04,0,-2e-04,-6e-04,0.036
-62,17,0.46,0.15,0.9,-10,-9,-0.012,-0.3,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,-0.0011,0.033
-95,17,0.42,0.15,1,-10,-10,-0.012,-0.3,-0.0012,-0.0012,-0.0012,-0.0011,0,0,-2e-04,-0.0011,0.034
-179,5,-0.48,0.07,0.9,-10,-4,-0.012,-0.1,-0.0012,-0.0013,-0.0013,-0.0013,1e-04,0,0,-0.0013,0.034
-193,3,-0.5,0.09,0.6,-10,-3,0.008,0,-6e-04,-7e-04,-7e-04,-8e-04,1e-04,0,2e-04,-8e-04,0.035
-231,-2,-0.3,0.17,0.2,-11,-8,0.023,-0.9,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.032
-218,-12,0.28,0.03,0.1,-11,2,0.019,-0.4,-7e-04,-6e-04,-6e-04,-4e-04,-2e-04,0,-2e-04,-4e-04,0.033
-210,-15,0.35,0.07,0.5,-11,-2,0.005,-0.4,-8e-04,-8e-04,-8e-04,-8e-04,0,0,0,-8e-04,0.03
-216,-18,0.38,-0.12,0.7,-10,1,0.002,1.4,-9e-04,-8e-04,-8e-04,-8e-04,-2e-04,0,0,-8e-04,0.029
79,-22,0.27,-0.1,1.6,-9,11,-0.007,0,-9e-04,-9e-04,-9e-04,-9e-04,0,0,0,-9e-04,0.031
164,-20,0.2,0.05,1.8,-9,8,-0.014,-1.5,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,-0.0011,0.032
117,-10,-0.2,0.07,1.7,-9,-4,-0.009,-0.1,-0.001,-0.001,-0.001,-0.001,0,0,0,-0.001,0.031
-62,-6,-0.11,0.09,0.6,-10,-5,0.003,-0.1,-9e-04,-9e-04,-9e-04,-8e-04,0,0,-2e-04,-8e-04,0.032
-136,-8,-0.13,0.11,0.5,-11,-7,-0.003,-0.1,-0.001,-0.001,-0.001,-0.001,0,0,0,-0.001,0.03
-181,-13,-0.16,0.08,0.2,-11,-1,-0.002,-0.6,-8e-04,-0.001,-0.001,-0.001,1e-04,0,0,-0.001,0.031
-243,-20,0.08,0.09,0.1,-11,-5,0.013,0.1,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,-6e-04,0.029
-273,-24,0.18,-0.02,0.2,-11,-3,0.013,1.2,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,-6e-04,0.028
-161,-33,0.4,0.03,0.9,-10,4,-0.005,-0.5,-0.0011,-0.001,-0.001,-9e-04,-2e-04,0,-2e-04,-9e-04,0.031
-157,-35,0.28,0.17,1.2,-10,-5,-0.019,-1.8,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,-0.0012,0.028
-148,-46,-0.48,0.03,0.9,-10,2,-0.019,-0.2,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,-0.0013,0.027
-79,-50,-0.6,0.02,-0.7,-12,-2,0.01,0.8,-8e-04,-8e-04,-8e-04,-8e-04,0,0,0,-8e-04,0.028
-68,-51,-0.5,0.06,-1.2,-12,2,0.013,-0.2,-6e-04,-7e-04,-7e-04,-7e-04,2e-04,0,0,-7e-04,0.029
-133,-57,0.35,-0.23,-1.5,-12,7,0.021,3.9,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.027
74,-57,0.27,-0.02,-0.7,-12,6,-0.012,0.3,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,-0.0011,0.028
107,-53,0.06,0.06,-0.3,-11,0,-0.01,-0.1,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,-0.0011,0.03
-107,-52,-0.07,0.18,-0.4,-11,-12,-0.004,-0.2,-0.001,-0.001,-0.001,-0.001,0,0,0,-0.001,0.027
-200,-56,0,0.03,-0.4,-11,4,0.007,0.3,-7e-04,-7e-04,-7e-04,-7e-04,1e-04,0,0,-7e-04,0.028
-205,-60,0.16,0.1,-0.4,-11,-5,0.015,-0.3,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.027
-227,-62,0.25,-0.01,-0.2,-11,-4,0.017,0.7,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.025
-215,-65,0.35,-0.08,0,-11,5,0.016,1,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.024
-115,-67,0.49,-0.13,0.5,-11,14,0.013,0.8,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.027
-32,-68,0.05,0.07,1.5,-10,-3,-0.031,-0.1,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,-0.0014,0.024
165,-68,-0.6,-0.1,0.8,-10,11,-0.023,-0.1,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,-0.0014,0.026
239,-66,-0.72,0.04,0.4,-11,13,-0.018,-0.6,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,-0.0013,0.027
234,-59,-0.73,0.1,-0.9,-12,-5,0.011,0.1,-6e-04,-7e-04,-7e-04,-8e-04,1e-04,0,1e-04,-8e-04,0.028
20,-52,0.55,0.05,-1.5,-12,5,0.024,-1.2,-4e-04,-3e-04,-3e-04,-3e-04,-1e-04,0,0,-3e-04,0.026
91,-51,0.66,0.01,-0.5,-11,6,-0.002,-0.2,-8e-04,-8e-04,-8e-04,-8e-04,0,0,0,-8e-04,0.023
251,-46,0.4,-0.04,0.6,-10,11,-0.023,-0.9,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,-0.0012,0.026
264,-33,-0.35,0.09,0.7,-10,-4,-0.029,-0.4,-0.0013,-0.0014,-0.0014,-0.0014,1e-04,0,0,-0.0014,0.027
177,-28,-0.63,0.11,-0.1,-11,-11,-0.009,0.3,-7e-04,-9e-04,-9e-04,-0.0011,1e-04,0,2e-04,-0.0011,0.027
-88,-26,0.25,0.1,-1.1,-12,-3,0.016,-0.6,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.024
-64,-28,0.48,0.04,-0.5,-11,4,0.013,-0.7,-6e-04,-5e-04,-5e-04,-5e-04,-2e-04,0,0,-5e-04,0.025
-48,-29,0.51,0.06,0.3,-11,-2,-0.004,-0.2,-8e-04,-8e-04,-8e-04,-8e-04,0,0,0,-8e-04,0.023
283,-20,-0.12,-0.03,1.4,-10,6,-0.013,-0.1,-0.001,-0.001,-0.001,-0.001,0,0,0,-0.001,0.024
250,1,-0.43,0.11,0.3,-11,-6,-0.006,-0.1,-9e-04,-9e-04,-9e-04,-9e-04,0,0,0,-9e-04,0.026
-131,6,-0.16,0.16,-1.2,-12,-10,0.01,-0.2,-7e-04,-7e-04,-7e-04,-7e-04,0,0,0,-7e-04,0.023
-87,-6,0.41,0.04,-0.5,-11,2,0.008,-0.2,-7e-04,-6e-04,-6e-04,-6e-04,-2e-04,0,0,-6e-04,0.024
17,-9,0.01,0.03,1,-10,1,-0.018,0.1,-0.001,-0.001,-0.001,-0.001,0,0,0,-0.001,0.024
-95,-10,-0.4,0.11,0.5,-11,-7,-0.015,-0.2,-0.001,-0.001,-0.001,-0.001,1e-04,0,0,-0.001,0.023
159,-11,0.24,0.02,-1,-12,4,0.01,-0.1,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,-6e-04,0.024
46,-6,0.37,0.17,-0.3,-11,-10,-0.004,-0.2,-0.0011,-0.001,-0.001,-8e-04,-2e-04,0,-3e-04,-8e-04,0.024
-4,-12,-0.57,-0.02,-0.8,-12,7,-0.016,-0.2,-0.0011,-0.0012,-0.0012,-0.0012,1e-04,0,0,-0.0012,0.023
26,-12,-0.62,-0.03,-1.1,-12,7,-0.011,-0.1,-8e-04,-9e-04,-9e-04,-0.0011,1e-04,0,1e-04,-0.0011,0.022
4,-7,0.11,0.14,-2.3,-13,-9,0.022,0.5,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.022
