"theta1","theta2","theta3","theta4","theta5","theta6","theta7","theta8","alpha1","alpha2","alpha3","alpha4","alpha5","alpha6","alpha7","alpha8","a1","a2","a3","a4","a5","a6","a7","a8","d1","d2","d3","d4","d5","d6","d7","d8","y"
0.24470481,-0.21942199,-0.22396131,0.13865455,-0.066426692,0.088609302,0.1416157,0.06444969,0,0.39269908,0.39269908,-0.39269908,0.39269908,0.39269908,0.39269908,0,0.28563531,0.30010679,0,0.28672666,0,0,0.29540122,0.25832225,0,0,0,0,0.3020312,0,0,0.28939959,1.1296153
0.23279562,0.056574119,0.19528286,-0.21700224,0.23233996,-0.06188228,-0.1883101,-0.08744982,-0.39269908,-0.39269908,0,0,0.39269908,0,0,-0.39269908,0.2957588,0.28451176,0,0.28309593,0,0.29860078,0,0.28529143,0,0.30068345,0.30620301,0,0,0,0.31203666,0,1.5788547
-0.14243561,-0.021693853,-0.18383224,-0.22630024,-0.21609314,-0.1963794,0.0086639967,-0.15410632,-0.39269908,0.39269908,0,0.39269908,0,0.39269908,0.39269908,0,0.28753908,0.29913755,0,0,0.31366548,0.28456562,0.30749303,0.30565088,0,0,0.32105418,0,0,0,0.29813042,0.30072191,2.0124887
0.21333231,0.29061494,-0.1829257,-0.069640274,0.11334169,-0.12804121,0.002288739,0.13940589,0,0,0,0,0.39269908,-0.39269908,0.39269908,-0.39269908,0.29280061,0.29477269,0.28782141,0.31211325,0.31075464,0.33485443,0.30165273,0.28269591,0.29054837,0.29708704,0,0.31571384,0.28834688,0.31435394,0.27861657,0,2.4891333
-0.011861923,-0.18636168,-0.01279686,-0.1918829,0.18311433,0.098388472,-0.11932997,0.013990722,0.39269908,0.39269908,-0.39269908,0,0.39269908,-0.39269908,0.39269908,-0.39269908,0,0,0.31005541,0.31311943,0.28902184,0,0.292836,0.29334873,0,0,0.29591602,0.28243088,0,0,0.29952042,0,1.5980215
0.25559906,0.039569907,0.29041972,0.30586426,-0.24164916,0.053537441,0.051642428,0.24639621,0,0,0.39269908,0,0.39269908,-0.39269908,0.39269908,0,0,0.28984469,0.29296116,0.3167351,0,0.28518271,0.28989129,0.29684581,0.28931048,0.3008857,0,0.2917797,0.311693,0.29517213,0.28894896,0,1.9974513
-0.18154892,-0.17799263,-0.097543246,-0.12629622,-0.20051651,0.21961156,0.26845519,-0.029033705,0.39269908,-0.39269908,0,-0.39269908,0,-0.39269908,0.39269908,0,0.32126524,0,0,0,0.28809312,0.30165918,0.28252492,0.31045823,0,0.32353417,0,0,0,0,0.30421055,0,1.7027558
0.02586547,-0.075464547,0.24247559,0.013233148,-0.015240335,0.20964255,-0.14800446,0.0020974832,0,-0.39269908,-0.39269908,0,0,0.39269908,-0.39269908,-0.39269908,0.28190745,0,0.30333653,0.29054222,0,0.3134546,0,0.30614828,0.27924408,0.28439426,0.31898866,0.30844692,0.31233341,0.29449162,0.28360778,0.34027218,2.2176519
-0.18559673,0.27722283,0.30220845,-0.10957849,-0.084102829,0.20045093,-0.065137956,-0.24273804,0,0,-0.39269908,0,0,0,-0.39269908,0,0,0,0,0,0.31528282,0.30210738,0.27672449,0.33941554,0.30820744,0,0.28294204,0,0.31015859,0,0.28344481,0.26736127,1.3630368
0.035397795,-0.086902682,0.26720366,0.29938201,0.13859957,0.26618656,0.16956399,-0.19093929,-0.39269908,0.39269908,0.39269908,0.39269908,0.39269908,-0.39269908,0,-0.39269908,0.29533787,0.29383955,0,0.27809804,0,0.3016157,0.31191542,0,0,0.28509894,0,0.29533743,0.2887544,0.28802338,0.31899086,0.2808988,2.2699024
0.19366771,0.28328674,-0.19755968,0.27790142,-0.23075594,0.295274,0.21033322,0.15029296,0.39269908,0.39269908,0,0.39269908,0.39269908,-0.39269908,-0.39269908,-0.39269908,0.30237641,0.30594897,0,0,0,0.28344862,0.30172092,0.31564844,0,0,0.29253167,0,0,0,0.296365,0.30206827,1.5827143
-0.27941804,-0.12630155,-0.290083,-0.30143618,-0.105607,0.063013166,-0.28275351,-0.26519491,0.39269908,-0.39269908,0.39269908,0.39269908,0.39269908,0.39269908,-0.39269908,0,0.2804066,0,0.29068061,0.29830021,0,0.30929539,0.31427278,0.27879804,0.29457003,0,0.28071175,0.32268826,0.27489265,0.30142275,0.30300592,0,2.0052454
-0.23639635,-0.25544477,0.04030096,0.010865599,-0.22256196,-0.21870861,-0.17220121,-0.15058857,0,0.39269908,-0.39269908,0,0,0,-0.39269908,0,0.31840191,0,0.28160298,0.32492454,0.27871887,0.29450425,0.33690273,0,0,0,0.28527921,0.30283563,0,0.3030351,0,0.32144573,2.0699413
0.18269475,-0.042025184,-0.08723973,0.2573123,-0.068691564,-0.27798128,0.14525293,0.24842946,0.39269908,-0.39269908,0.39269908,0.39269908,0,0.39269908,-0.39269908,0,0,0.32278565,0.29416197,0,0.29005892,0.29081912,0.29441869,0.33297569,0.28369056,0.28851799,0.27626921,0,0,0,0.29701053,0.29995929,2.4694961
-0.010280372,0.0053841353,0.013292866,-0.26819577,-0.0091462895,0.21635239,0.15529811,0.060128436,0.39269908,0,0.39269908,-0.39269908,0,-0.39269908,-0.39269908,0,0.31208302,0.28694009,0.3100453,0.29001257,0.30022536,0.31599189,0.29574038,0,0.29156383,0.29663855,0.31762013,0.32248768,0,0.31170372,0.31529352,0.30657949,2.3617191
-0.26447176,-0.25156134,-0.036079616,-0.062725389,0.092879101,0.27581182,-0.1647861,0.068162301,0.39269908,0,0.39269908,-0.39269908,-0.39269908,-0.39269908,0.39269908,0.39269908,0.29096917,0.30674125,0,0.30931985,0.31121968,0.29530355,0.28994169,0,0.28685529,0,0.30793292,0.31162328,0,0.29811772,0,0,1.5840954
-0.074457776,0.1986731,0.21416402,-0.18218281,-0.15029326,-0.13833861,-0.27847125,0.078479786,0.39269908,0,0.39269908,0.39269908,-0.39269908,-0.39269908,0,-0.39269908,0.27638605,0,0,0,0.30294784,0.32517493,0.3105999,0.30565208,0.29561913,0,0.31966591,0,0.29218544,0,0,0,1.2941493
0.11787423,0.023881439,-0.12019889,-0.13874595,-0.2130895,0.020364714,-0.1638518,0.062840543,0,-0.39269908,-0.39269908,0,-0.39269908,-0.39269908,0,0.39269908,0.31438099,0.30304105,0.29178007,0.30246002,0.30585769,0.2734822,0.3083622,0.29203567,0,0,0,0,0,0,0.28664617,0.3217525,2.3307777
0.019770392,-0.099523163,-0.10186659,0.096211511,-0.26504006,0.25009113,-0.16929986,0.23183194,0.39269908,-0.39269908,0,-0.39269908,0.39269908,-0.39269908,0,0.39269908,0.31311367,0.2845215,0.29749958,0,0,0.30119107,0.29609662,0,0.31051572,0,0,0.30213968,0,0.3073449,0,0,1.5779755
-0.0065276828,0.24497781,-0.029284652,-0.21372911,-0.048067206,0.15209927,-0.29570168,0.14140247,0.39269908,-0.39269908,-0.39269908,-0.39269908,0,0.39269908,0,0,0.27499343,0,0,0,0,0.31355107,0,0,0.28349532,0,0,0,0.30343504,0.29412611,0,0.29242957,0.8498488
-0.0035875051,0.023381008,0.26551805,0.24370461,-0.065188267,0.16830858,0.072315255,0.23445509,0.39269908,0,-0.39269908,0.39269908,0,0.39269908,-0.39269908,-0.39269908,0.27137226,0.2958761,0.30901968,0.30611447,0.28195781,0.28533847,0.31261889,0.29582848,0.2900221,0,0,0.30197341,0.29573646,0.29196048,0,0,1.6507956
0.28084313,0.20165457,0.058145539,0.21676186,0.12581377,0.26015141,-0.10386032,-0.11156099,0,0,0.39269908,0,0,0,-0.39269908,-0.39269908,0.29360725,0.26514101,0.28038913,0.30522956,0.30252741,0.29363697,0.31071877,0.29659519,0.33340827,0,0,0.30511499,0.28025676,0,0,0.28709867,2.2991282
-0.28918757,0.29662502,0.29742586,-0.065879063,-0.13215252,0.01860269,-0.24721281,0.1648201,-0.39269908,0,0.39269908,0.39269908,0.39269908,0,0.39269908,-0.39269908,0.28712067,0,0.32456075,0,0,0,0,0,0.30587819,0.31240896,0,0,0,0,0.3021616,0.30542479,0.97096909
0.20273561,0.0060505679,-0.095707577,-0.061805142,-0.14848531,0.088576761,0.22302004,-0.25050094,0.39269908,-0.39269908,0.39269908,0.39269908,0,-0.39269908,-0.39269908,-0.39269908,0.32789325,0.28797618,0,0.28717077,0.29042201,0.30971202,0.29401382,0.30148921,0,0,0,0,0,0,0.29419638,0,1.7129406
-0.30075491,0.034746756,0.28081479,-0.27464008,-0.24789835,-0.047318634,0.16698255,-0.2230766,0,0.39269908,0.39269908,-0.39269908,-0.39269908,-0.39269908,0.39269908,0.39269908,0.32885929,0,0.30474155,0.31926606,0.2966582,0.30864089,0,0.29480473,0,0.29919391,0.31426766,0,0.30132,0,0,0,2.0430213
-0.12791031,-0.31094649,0.27586946,0.17560899,0.24822285,-0.15361596,-0.062545823,-0.030744895,-0.39269908,0.39269908,-0.39269908,0.39269908,0,0,-0.39269908,-0.39269908,0.29331531,0,0,0.28443115,0.28466233,0.28718954,0.29017027,0,0,0.27151305,0.30501765,0.29143106,0,0.328017,0.27115639,0.31998619,1.6510476
0.072033886,-0.096291892,0.17071022,0.22429012,-0.26710588,0.087295319,0.048665542,-0.14896046,0.39269908,0.39269908,0.39269908,0,-0.39269908,0,0.39269908,0,0.27893409,0.30553659,0.29199091,0.29343743,0,0,0.30543301,0,0.29713798,0,0,0.30457682,0,0,0,0.31340798,1.62259
-0.19481329,-0.059035004,-0.086360606,-0.046891416,-0.19259155,0.21083011,-0.29489074,-0.052127385,-0.39269908,0.39269908,0.39269908,0,0,-0.39269908,0,-0.39269908,0.3045291,0,0.29112289,0.29255807,0,0.31010029,0.29867133,0.30710207,0,0.3015246,0.29238676,0.2892546,0,0,0,0.27371512,2.1620554
0.1956395,0.12227978,-0.073645967,0.019743161,0.071128033,-0.24131717,-0.021495604,0.0065329593,-0.39269908,0.39269908,0,0.39269908,-0.39269908,0.39269908,0.39269908,0.39269908,0,0.28653979,0.29552073,0.30581494,0.31089092,0,0.30149722,0,0,0.29489172,0,0,0.30053677,0,0.27926838,0.28327072,1.2115318
0.011004489,0.22679239,-0.30887623,-0.11512434,-0.30202972,-0.028040574,-0.039034473,-0.087842114,0.39269908,0.39269908,-0.39269908,-0.39269908,0.39269908,-0.39269908,0,-0.39269908,0,0.32038054,0.27043072,0.31881839,0,0.29425615,0.31439444,0,0.29695456,0,0,0.30232381,0,0,0.30274169,0,1.376739
-0.17296116,0.27158726,-0.1669937,0.035751151,0.19708259,-0.12827222,-0.11024219,0.070851211,0.39269908,0.39269908,0,-0.39269908,-0.39269908,0.39269908,0,0,0.29006617,0.2914703,0.29149377,0.32536223,0.31489899,0.31450082,0,0,0,0,0,0.31337281,0,0.29738433,0,0.30150096,2.0396034
-0.14776835,0.20055598,-0.18450178,-0.1694248,0.016990912,0.30963672,-0.29797879,0.19743829,0.39269908,-0.39269908,0.39269908,-0.39269908,0.39269908,0,0.39269908,-0.39269908,0.28879298,0.28534917,0,0.33246768,0.30448816,0.29019634,0.32278506,0,0,0.27424445,0,0.29753992,0,0,0.31999759,0,1.881047
-0.022073807,-0.28654462,0.10614266,0.14336563,-0.055427635,0.22412639,0.12261132,-0.15635024,-0.39269908,-0.39269908,0.39269908,-0.39269908,0.39269908,0,0,0,0.28611126,0.29557117,0,0.32350089,0.26552442,0.2800767,0.30680528,0,0.27429523,0,0.29147999,0.28338404,0.32003925,0,0,0.3066673,1.9823049
-0.16014703,0.12546084,-0.016703549,0.12183937,0.064151019,-0.0084238745,-0.20838952,-0.15522406,0,0.39269908,-0.39269908,0,0,0.39269908,0,-0.39269908,0,0.28478614,0.29579019,0.27397732,0.29180323,0.29279746,0,0.30425034,0,0,0.33043392,0,0,0.30960348,0.31310915,0.29295677,1.6799494
0.054088321,-0.11450616,0.034586158,0.094918721,-0.001799438,-0.08386421,-0.1873157,0.28916124,-0.39269908,0.39269908,0,0.39269908,0.39269908,0,0,0,0.31560502,0.3169331,0.31443519,0.29398339,0,0,0.28035595,0.29075944,0,0,0.29217079,0,0,0.29903201,0.29720603,0,1.8188039
0.090120928,-0.2135371,0.037477572,0.31038679,-0.25803125,-0.07670175,0.18330667,0.18951456,0.39269908,-0.39269908,0.39269908,-0.39269908,-0.39269908,0,0,0,0,0.29355605,0.29558436,0.31747272,0,0,0.29878122,0.30424862,0,0,0.31364377,0,0,0,0,0.30070183,1.4352217
-0.14392002,0.16253237,-0.2474471,-0.0030961027,0.11423983,-0.11257607,-0.19889831,-0.22932447,-0.39269908,0.39269908,0,-0.39269908,0.39269908,0.39269908,0,0.39269908,0.28829499,0.27468553,0.29545502,0,0.28831839,0.27486976,0,0.32165161,0,0.29851298,0,0.30371985,0,0,0,0.33011487,2.0334568
0.25004535,-0.31040042,0.028823855,0.0089419064,0.11849179,-0.27829539,-0.10750243,0.25076449,-0.39269908,-0.39269908,-0.39269908,0,-0.39269908,0.39269908,0.39269908,-0.39269908,0,0.33084253,0.29108952,0,0.30697319,0.28881665,0.26819598,0.29597084,0,0,0,0,0.27947309,0,0.29480915,0,1.5281438
0.20527526,-0.035696021,0.10116502,0.050482038,0.22159863,-0.26408584,-0.048528012,-0.052845291,0.39269908,0,0,0.39269908,0,0.39269908,-0.39269908,0,0,0.31860514,0,0,0.28542473,0.30840148,0,0,0.2813478,0.30027616,0,0,0,0,0,0,0.72308674
0.15480184,-0.11245354,-0.024444326,0.084535221,0.15525864,0.025156341,-0.05573963,0.0069635566,0.39269908,0.39269908,-0.39269908,0,0,0,0,0.39269908,0.31167019,0,0.2913539,0.30163214,0,0,0.29315854,0.29602632,0.28339445,0,0.28733844,0,0.30398498,0,0.28813027,0.30882604,1.7929848
-0.16456244,0.057186485,-0.19409516,0.072407497,-0.10019973,-0.16319196,-0.15690586,-0.063839855,0.39269908,0,-0.39269908,0,0.39269908,0.39269908,0,-0.39269908,0.28497641,0.2980021,0.29761564,0.32005415,0,0.28578707,0,0.30760949,0.30902499,0.29015367,0,0,0,0,0.31317087,0.28843651,1.9296726
-0.094250623,-0.079205946,0.19263167,-0.16496094,0.27119824,0.20624026,-0.15324964,-0.18896708,0.39269908,0,0,0.39269908,0.39269908,0,0.39269908,0.39269908,0,0.27676263,0.31908779,0.28557007,0.31542667,0.316799,0.28476394,0,0.29183303,0.30299828,0.29470915,0.29264614,0,0.28986868,0.29842594,0,2.1020896
-0.18526659,0.17106723,-0.058732339,-0.02600551,0.23508838,0.26356302,0.05803523,0.24775414,0.39269908,0.39269908,0,-0.39269908,-0.39269908,0.39269908,-0.39269908,-0.39269908,0.29710553,0.29316687,0.30152991,0,0,0.30033909,0,0.28638223,0,0.29754104,0.33775864,0.29634302,0.31755027,0,0.28921872,0.30279889,1.8210138
0.10199132,0.11523647,0.30167317,-0.30955968,-0.29214262,0.26823819,0.093730566,0.13506507,0,0.39269908,0,-0.39269908,0,0,0.39269908,-0.39269908,0.31201314,0.27916638,0.31956319,0.30608373,0.28659433,0.29761129,0,0.30204325,0,0,0.28074842,0.32009124,0.30841898,0,0,0,1.7093279
-0.21939855,0.17001518,-0.14753797,0.30252422,0.17108833,0.29588485,-0.20441395,0.060544496,-0.39269908,0,0.39269908,-0.39269908,0,-0.39269908,0,0.39269908,0,0.32258095,0,0.28687402,0.27869519,0.28338874,0.31042649,0.28523682,0,0.3005108,0.29749994,0.31297454,0,0,0.28319341,0.29504519,1.5793091
-0.069283,-0.16514196,-0.2580393,-0.21201038,-0.064111684,0.041202785,0.088192301,0.044583812,-0.39269908,0.39269908,0,-0.39269908,0,-0.39269908,0.39269908,0,0.32332943,0,0,0.29425573,0,0.30069235,0.31734388,0.29872843,0.30488061,0,0,0.30944265,0.31737341,0,0.31860104,0,1.6854696
0.044613829,0.24061192,0.10650462,-0.056266666,-0.054463482,0.0923515,0.2048941,-0.15870272,0,0.39269908,-0.39269908,0.39269908,-0.39269908,-0.39269908,0,0.39269908,0,0.30074481,0.30894949,0,0.3107653,0.30764151,0.30633275,0.31319431,0,0.30392771,0,0,0.29321264,0,0,0,1.478133
0.015891523,0.053446742,-0.21611122,0.12816348,0.16771495,0.148254,-0.20626118,-0.19833349,-0.39269908,0.39269908,0,0,-0.39269908,0,0.39269908,0,0.31084556,0.31894772,0.29952325,0,0.32120771,0,0,0,0,0,0,0,0.30376029,0.31470416,0.28889515,0.32976098,1.52082
0.072110902,-0.058522596,-0.27077179,0.049708948,-0.20535737,-0.087627119,0.029652362,0.11065592,0,-0.39269908,-0.39269908,0.39269908,0,-0.39269908,-0.39269908,0.39269908,0.32863477,0.29810755,0,0.28654224,0.27754886,0.32716388,0.28539025,0.29503833,0.30363415,0,0,0,0,0.3518665,0,0.32063435,2.3490256
0.12636942,0.17428516,-0.010352036,0.057564887,-0.11748463,0.2409987,-0.30449538,0.00065343562,0.39269908,0.39269908,-0.39269908,0.39269908,0.39269908,-0.39269908,-0.39269908,0,0,0.27502403,0.29658044,0.29378645,0.30121622,0.30611705,0.2887528,0.32467049,0,0,0,0.32652115,0,0,0,0.29356802,1.710619
0.29303334,0.25071595,0.27889302,0.098696747,0.035312369,-0.26602908,-0.036033874,0.077750656,-0.39269908,-0.39269908,0,0,0.39269908,0,0.39269908,0,0,0.31764926,0.31924412,0.29486831,0.31605764,0.3089045,0.30637983,0.2957147,0.28440512,0.29909367,0.27388333,0.29359277,0,0.30194815,0,0,1.9066797
0.23944386,-0.047287577,0.060631973,-0.091091855,0.23144836,0.032616656,0.29437525,0.18465452,0.39269908,0.39269908,0,0.39269908,0.39269908,-0.39269908,0,-0.39269908,0,0.27558951,0,0,0,0.31972096,0,0.28990819,0,0,0.31797084,0.29342926,0.32374457,0.30317077,0.31363477,0.3007603,1.7052099
0.29427565,-0.23269788,-0.29867265,-0.15442495,0.16376869,-0.2030453,-0.18439011,-0.17757059,0,0,0.39269908,0,0,0,-0.39269908,0,0.29974803,0,0.285733,0.30970493,0.30272448,0.27405606,0,0.29224876,0.30685938,0,0.28266349,0,0,0.2877534,0.2949665,0,1.5628916
0.27146111,0.22596327,0.20755408,-0.063063088,0.072046403,0.11409149,-0.092435781,0.2635597,0,-0.39269908,-0.39269908,0.39269908,0.39269908,-0.39269908,0.39269908,0.39269908,0.28048572,0.33269697,0,0.25840622,0,0.33316207,0,0,0.31390713,0.26552273,0.31176526,0,0.31314994,0.28701992,0.28059356,0,1.7774819
-0.13763143,0.29745081,-0.27478312,-0.13875708,0.22816912,0.2104556,-0.30613849,0.030784757,0.39269908,0.39269908,0,0,0,0,-0.39269908,0,0.30920115,0.27265487,0,0.30954199,0,0,0.3027472,0,0,0,0.30888711,0.28941829,0.29068448,0,0.29409455,0.31908865,2.0429811
-0.26687175,0.25245283,-0.060337126,0.020028024,-0.16773896,0.076558018,-0.085746008,0.22954959,0.39269908,0,0,0,0.39269908,-0.39269908,-0.39269908,0.39269908,0.30797757,0.27474908,0.27922651,0,0.31451365,0,0,0.30153216,0.3135005,0,0.29664561,0.32134815,0,0,0,0.30351855,1.6911201
0.041658765,0.21202839,-0.2615032,0.0038003591,-0.21585509,0.034691647,-0.017078756,0.098912665,-0.39269908,0.39269908,0.39269908,0.39269908,0,-0.39269908,-0.39269908,0.39269908,0.31191121,0,0.33312683,0,0,0.29118833,0.31701936,0.29473781,0,0.26867151,0.29113018,0.28953249,0,0,0,0,1.538985
-0.30521917,-0.22613356,0.072076107,-0.014997391,-0.10542446,-0.010688848,0.051632072,0.072338048,0,-0.39269908,0,0.39269908,0,0.39269908,0,-0.39269908,0.28793939,0,0.2927516,0.28782103,0.29593663,0,0.29330594,0.30712027,0,0.31244044,0,0.29583379,0.30317775,0.31704063,0,0,1.6338481
-0.086771916,-0.048278845,-0.26332792,0.12344822,0.086494667,-0.21321565,-0.21490341,-0.3066995,0,0,0,-0.39269908,0.39269908,0.39269908,0.39269908,0,0,0.29588241,0,0.30117092,0.29549442,0.29756525,0,0.30152038,0,0,0.3294756,0,0,0,0.31202296,0.29571642,1.1848522
0.044281496,0.30996039,0.11537074,0.044988649,0.25702792,0.17829414,0.13857767,-0.10189954,0.39269908,0.39269908,0.39269908,0,-0.39269908,-0.39269908,0.39269908,0.39269908,0,0.2906385,0.31863899,0,0.30003278,0.30914236,0.30130255,0,0,0,0,0.285787,0,0.28137936,0.29443514,0.27431879,1.2271831
0.21155071,-0.12186626,0.11218475,-0.094783345,-0.23619876,-0.076138917,0.21807045,0.12813035,0.39269908,-0.39269908,0.39269908,0.39269908,0,-0.39269908,0,0,0.29418346,0.31477611,0.29888804,0.29001945,0.29051223,0.31167779,0.30398571,0.30086095,0,0,0.28554283,0,0,0,0.30277862,0,2.0339693
-0.24998568,0.056668034,-0.11124905,0.11310962,-0.25854052,0.16050812,0.28854188,0.16102775,0.39269908,0.39269908,0.39269908,-0.39269908,0.39269908,0.39269908,-0.39269908,-0.39269908,0,0.29040161,0,0.31653885,0.31099003,0.30690957,0.29270695,0.31181515,0,0.28415869,0,0.29558621,0.31534411,0.29982403,0.29323512,0.31659229,2.1781661
-0.04993571,0.16408033,0.0081084056,-0.067148391,-0.10292447,-0.090702225,-0.13154746,0.13470523,0.39269908,-0.39269908,-0.39269908,-0.39269908,-0.39269908,-0.39269908,-0.39269908,0,0,0.28953823,0.28972379,0.3022592,0,0.28585417,0,0.27962243,0.28845308,0,0,0.32247147,0,0.26038895,0,0,1.7026943
-0.074471756,-0.036287711,0.20973106,0.083030567,-0.00072419229,-0.23344768,0.29400111,0.17976012,0.39269908,0.39269908,-0.39269908,0.39269908,0.39269908,0.39269908,0.39269908,0,0,0.27149087,0.31001985,0,0.29529852,0,0,0.29997866,0.30176263,0,0.32246121,0,0,0.29507897,0.31148573,0,1.4169659
-0.062502012,0.077271044,-0.039965536,-0.028246428,0.27108967,0.26639303,-0.1301204,0.24319205,0.39269908,0,0,-0.39269908,0.39269908,0,-0.39269908,-0.39269908,0.29994529,0.30342699,0,0.28832183,0.2863506,0.31996981,0,0.25325341,0,0.32522305,0,0,0,0,0,0,1.1652321
-0.18606492,-0.051764477,0.21560672,0.18920579,0.061603444,-0.099861578,-0.13474213,-0.15098726,0.39269908,0.39269908,-0.39269908,-0.39269908,0.39269908,0,0,-0.39269908,0.30691436,0.31232154,0.31209763,0,0.28343968,0,0.31494832,0,0.29466733,0,0.26915984,0.33053576,0.32376791,0.3235231,0,0.30786551,2.299498
-0.20710081,0.14141766,-0.12240937,-0.21939239,0.27350298,-0.01386228,0.12282864,-0.27374465,-0.39269908,-0.39269908,0,0.39269908,0,0,-0.39269908,0,0.31764373,0,0.30028443,0.29269278,0.30420839,0,0.28196502,0,0.28996457,0,0.31003746,0,0,0,0,0.30981452,1.8644954
0.003331387,0.070272772,-0.1643547,-0.22113157,-0.054212004,-0.079283247,0.15007277,0.2025016,-0.39269908,-0.39269908,0,0.39269908,0,0,0,-0.39269908,0,0,0.27716924,0.30331936,0.30647209,0.27793604,0.32653066,0.31640098,0.29417894,0.2896386,0.28615523,0,0,0,0,0.31778015,1.6798667
0.18284635,-0.0072473592,0.087428552,-0.22537759,0.21129227,-0.067134119,0.13694888,0.16898536,0.39269908,0.39269908,-0.39269908,-0.39269908,0.39269908,-0.39269908,-0.39269908,0,0,0.28643215,0.30530611,0.29572993,0.28510764,0.32061679,0.31433269,0.29694567,0,0,0.3062232,0,0,0,0,0,1.4972702
0.16550338,0.049191698,-0.10232512,-0.070411339,-0.27958062,0.28280026,-0.20577087,-0.12588069,-0.39269908,0.39269908,0,0.39269908,0,-0.39269908,-0.39269908,0,0.30279611,0.29335057,0.31826807,0.30207298,0.33347108,0,0.27880858,0,0.30259681,0.28669227,0.29981958,0,0,0.29631724,0,0.28237883,1.7818731
-0.27262031,-0.230796,0.25031947,-0.10147841,-0.29121914,0.081295224,-0.26396645,0.073058437,0.39269908,0.39269908,-0.39269908,0,0.39269908,0.39269908,-0.39269908,0,0.30650639,0,0,0.29338093,0,0.31115142,0,0.30025139,0,0.30453941,0,0,0.28508596,0.31673258,0,0,1.2619206
0.11743558,0.19127657,0.30775992,0.20278808,0.25951001,-0.20250999,0.016077909,0.044443654,-0.39269908,0.39269908,0.39269908,-0.39269908,0.39269908,-0.39269908,0.39269908,-0.39269908,0.30881729,0.30077849,0.34077149,0.2874986,0.29734929,0.26802752,0.29640833,0,0,0,0,0,0.28148881,0.3268831,0,0,1.4902352
0.10663222,0.20327401,0.25835837,-0.080182298,0.11936844,0.0043259604,-0.17853341,0.23836073,0,-0.39269908,0.39269908,-0.39269908,0,0.39269908,-0.39269908,0,0.32697915,0.29553498,0.31654393,0.28842784,0,0.28152862,0,0,0.30326867,0.28658991,0.30802386,0,0.30261031,0,0,0,1.2230966
0.25149239,0.13376156,0.0068143656,0.17507012,-0.012164331,-0.24239433,0.095858884,0.091542577,-0.39269908,-0.39269908,0,-0.39269908,0.39269908,0,-0.39269908,0,0.31407414,0,0.27929958,0.28010405,0.29319627,0.29557348,0,0.32071773,0.29705519,0,0.30031225,0,0.3118814,0,0.30345885,0.29399909,2.1284374
0.18468723,0.14465144,0.19235427,0.19939945,-0.14447258,0.30053838,0.095831348,0.25706487,0.39269908,0.39269908,0,0.39269908,0.39269908,-0.39269908,-0.39269908,0.39269908,0.28829439,0.30291199,0.29106249,0.28599704,0,0,0.30700427,0.3035333,0,0.29258967,0,0.3008732,0,0.29096522,0.32867,0,1.989086
0.10738503,0.2894161,-0.22565148,0.0062157091,0.1665467,-0.0086902859,-0.28773665,0.17783617,0,0.39269908,0.39269908,0,-0.39269908,0.39269908,0,-0.39269908,0,0.28755849,0.25642798,0,0.29972206,0.27572078,0.31990023,0.26861351,0,0,0.28814985,0.30913314,0.31756524,0,0,0.2784319,1.365484
0.24059746,-0.13652081,0.11399017,0.08965507,0.12491738,0.27423524,-0.27302372,-0.099476125,0,0.39269908,-0.39269908,-0.39269908,-0.39269908,0,-0.39269908,-0.39269908,0.30505334,0.31156289,0.31398174,0.30405081,0,0.30708734,0.33229134,0.29348052,0.30127717,0.3106947,0,0.32491906,0.29920925,0,0.29129729,0.25898587,2.5331192
-0.0568771,-0.26093405,0.14475653,0.073698563,0.2359193,-0.22258562,0.012068281,-0.11527986,0.39269908,0.39269908,-0.39269908,-0.39269908,-0.39269908,0.39269908,-0.39269908,0.39269908,0.30596002,0.29651304,0.26505892,0,0.30853901,0,0,0,0.29344839,0.3060356,0,0.31313914,0,0,0.29662589,0.29853941,1.5253961
-0.14464402,-0.067716512,-0.22655646,-0.12413589,0.29400409,0.22988863,0.20759973,0.075785281,0.39269908,0.39269908,0.39269908,0,-0.39269908,0,-0.39269908,-0.39269908,0.29239443,0,0.28917145,0,0.29857518,0,0,0.29506323,0,0.30552839,0,0.29294179,0,0,0,0,1.2426257
-0.12002782,0.22328836,-0.13907727,-0.12668239,0.22060853,0.059839352,-0.21797914,0.15002371,0,0,-0.39269908,0,-0.39269908,0.39269908,0,0,0.30741935,0.30159869,0.32891189,0.30710822,0.27724275,0,0.29999497,0.28092988,0.31057377,0.29385343,0,0.28642435,0,0,0.32716704,0.29537776,2.3703864
-0.094573071,0.15627375,0.12147176,0.16890106,-0.02297367,0.29742857,-0.020294275,0.091086595,0.39269908,0.39269908,0,-0.39269908,0,0.39269908,0.39269908,-0.39269908,0.27779672,0.28892223,0.32151102,0,0.33055624,0,0.29163706,0.30976966,0.30358878,0.28725923,0,0.2630069,0,0,0,0.3091955,1.8240041
-0.30171353,0.25963853,0.072589502,-0.18282692,-0.29444412,-0.085566187,0.11021361,0.077145279,-0.39269908,0.39269908,-0.39269908,0.39269908,0,-0.39269908,0.39269908,0.39269908,0.29344764,0,0.31260852,0.32378063,0.29901436,0.31367258,0.3073673,0,0.30049619,0.28512798,0.31379503,0,0,0.2781268,0,0,2.3950538
